ID,ImageType,Prompt
02_kyoko_beginner_web-summary-01-Before,traditionalMethodDiagram,"graphic recording style, simple clean line art, minimalist, on a clean plain white background, monochrome, black and white, carefully drawn consistent lines, instantly understandable situation, educational illustration, a simple stick figure person, confused, tired, holding their head in frustration, sitting at a desk, looking at a messy pile of papers, tangled messy lines above the head, , "
02_kyoko_beginner_web-summary-02-After,aiMethodDiagram,"graphic recording style, simple clean line art, minimalist, on a clean plain white background, monochrome, black and white, carefully drawn consistent lines, instantly understandable situation, educational illustration, a simple stick figure person, smiling, relieved, looking clear-headed, looking at a clean, organized screen, , a friendly simple robot character, pointing to a structured list or diagram, "
01_beginner_organize-thoughts-01-Before,traditionalMethodDiagram,"graphic recording style, simple clean line art, minimalist, on a clean plain white background, monochrome, black and white, carefully drawn consistent lines, instantly understandable situation, educational illustration, a simple stick figure person, confused, tired, holding their head in frustration, sitting at a desk, looking at a messy pile of papers, tangled messy lines above the head, , "
01_beginner_organize-thoughts-02-After,aiMethodDiagram,"graphic recording style, simple clean line art, minimalist, on a clean plain white background, monochrome, black and white, carefully drawn consistent lines, instantly understandable situation, educational illustration, a simple stick figure person, smiling, relieved, looking clear-headed, looking at a clean, organized screen, , a friendly simple robot character, pointing to a structured list or diagram, a clear, structured list or mind map"
34_advanced_learning-community-01-Before,traditionalMethodDiagram,"graphic recording style, simple clean line art, minimalist, on a clean plain white background, monochrome, black and white, carefully drawn consistent lines, instantly understandable situation, educational illustration, a simple stick figure person, confused, tired, holding their head in frustration, sitting at a desk, looking at a messy pile of papers, tangled messy lines above the head, , "
34_advanced_learning-community-02-After,aiMethodDiagram,"graphic recording style, simple clean line art, minimalist, on a clean plain white background, monochrome, black and white, carefully drawn consistent lines, instantly understandable situation, educational illustration, a simple stick figure person, smiling, relieved, looking clear-headed, looking at a clean, organized screen, , a friendly simple robot character, pointing to a structured list or diagram, "
33_intermediate_weekly-report-01-Before,traditionalMethodDiagram,"graphic recording style, simple clean line art, minimalist, on a clean plain white background, monochrome, black and white, carefully drawn consistent lines, instantly understandable situation, educational illustration, a simple stick figure person, confused, tired, holding their head in frustration, sitting at a desk, looking at a messy pile of papers, tangled messy lines above the head, , "
33_intermediate_weekly-report-02-After,aiMethodDiagram,"graphic recording style, simple clean line art, minimalist, on a clean plain white background, monochrome, black and white, carefully drawn consistent lines, instantly understandable situation, educational illustration, a simple stick figure person, smiling, relieved, looking clear-headed, looking at a clean, organized screen, , a friendly simple robot character, pointing to a structured list or diagram, "
32_intermediate_gamification-progress-01-Before,traditionalMethodDiagram,"graphic recording style, simple clean line art, minimalist, on a clean plain white background, monochrome, black and white, carefully drawn consistent lines, instantly understandable situation, educational illustration, a simple stick figure person, confused, tired, holding their head in frustration, sitting at a desk, looking at a messy pile of papers, tangled messy lines above the head, , "
32_intermediate_gamification-progress-02-After,aiMethodDiagram,"graphic recording style, simple clean line art, minimalist, on a clean plain white background, monochrome, black and white, carefully drawn consistent lines, instantly understandable situation, educational illustration, a simple stick figure person, smiling, relieved, looking clear-headed, looking at a clean, organized screen, , a friendly simple robot character, pointing to a structured list or diagram, "
31_beginner_digital-certificate-01-Before,traditionalMethodDiagram,"graphic recording style, simple clean line art, minimalist, on a clean plain white background, monochrome, black and white, carefully drawn consistent lines, instantly understandable situation, educational illustration, a simple stick figure person, confused, tired, holding their head in frustration, sitting at a desk, looking at a messy pile of papers, tangled messy lines above the head, , "
31_beginner_digital-certificate-02-After,aiMethodDiagram,"graphic recording style, simple clean line art, minimalist, on a clean plain white background, monochrome, black and white, carefully drawn consistent lines, instantly understandable situation, educational illustration, a simple stick figure person, smiling, relieved, looking clear-headed, looking at a clean, organized screen, , a friendly simple robot character, pointing to a structured list or diagram, "
30_intermediate_motivation-coach-01-Before,traditionalMethodDiagram,"graphic recording style, simple clean line art, minimalist, on a clean plain white background, monochrome, black and white, carefully drawn consistent lines, instantly understandable situation, educational illustration, a simple stick figure person, confused, tired, holding their head in frustration, sitting at a desk, looking at a messy pile of papers, tangled messy lines above the head, , "
30_intermediate_motivation-coach-02-After,aiMethodDiagram,"graphic recording style, simple clean line art, minimalist, on a clean plain white background, monochrome, black and white, carefully drawn consistent lines, instantly understandable situation, educational illustration, a simple stick figure person, smiling, relieved, looking clear-headed, looking at a clean, organized screen, , a friendly simple robot character, pointing to a structured list or diagram, "
29_intermediate_business-english-01-Before,traditionalMethodDiagram,"graphic recording style, simple clean line art, minimalist, on a clean plain white background, monochrome, black and white, carefully drawn consistent lines, instantly understandable situation, educational illustration, a simple stick figure person, confused, tired, holding their head in frustration, sitting at a desk, looking at a messy pile of papers, tangled messy lines above the head, , "
29_intermediate_business-english-02-After,aiMethodDiagram,"graphic recording style, simple clean line art, minimalist, on a clean plain white background, monochrome, black and white, carefully drawn consistent lines, instantly understandable situation, educational illustration, a simple stick figure person, smiling, relieved, looking clear-headed, looking at a clean, organized screen, , a friendly simple robot character, pointing to a structured list or diagram, "
28_beginner_ai-english-teacher-01-Before,traditionalMethodDiagram,"graphic recording style, simple clean line art, minimalist, on a clean plain white background, monochrome, black and white, carefully drawn consistent lines, instantly understandable situation, educational illustration, a simple stick figure person, confused, tired, holding their head in frustration, sitting at a desk, looking at a messy pile of papers, tangled messy lines above the head, , "
28_beginner_ai-english-teacher-02-After,aiMethodDiagram,"graphic recording style, simple clean line art, minimalist, on a clean plain white background, monochrome, black and white, carefully drawn consistent lines, instantly understandable situation, educational illustration, a simple stick figure person, smiling, relieved, looking clear-headed, looking at a clean, organized screen, , a friendly simple robot character, pointing to a structured list or diagram, "
27_intermediate_feynman-technique-01-Before,traditionalMethodDiagram,"graphic recording style, simple clean line art, minimalist, on a clean plain white background, monochrome, black and white, carefully drawn consistent lines, instantly understandable situation, educational illustration, a simple stick figure person, confused, tired, holding their head in frustration, sitting at a desk, looking at a messy pile of papers, tangled messy lines above the head, , "
27_intermediate_feynman-technique-02-After,aiMethodDiagram,"graphic recording style, simple clean line art, minimalist, on a clean plain white background, monochrome, black and white, carefully drawn consistent lines, instantly understandable situation, educational illustration, a simple stick figure person, smiling, relieved, looking clear-headed, looking at a clean, organized screen, , a friendly simple robot character, pointing to a structured list or diagram, "
26_beginner_daily-reflection-01-Before,traditionalMethodDiagram,"graphic recording style, simple clean line art, minimalist, on a clean plain white background, monochrome, black and white, carefully drawn consistent lines, instantly understandable situation, educational illustration, a simple stick figure person, confused, tired, holding their head in frustration, sitting at a desk, looking at a messy pile of papers, tangled messy lines above the head, , "
26_beginner_daily-reflection-02-After,aiMethodDiagram,"graphic recording style, simple clean line art, minimalist, on a clean plain white background, monochrome, black and white, carefully drawn consistent lines, instantly understandable situation, educational illustration, a simple stick figure person, smiling, relieved, looking clear-headed, looking at a clean, organized screen, , a friendly simple robot character, pointing to a structured list or diagram, "
25_intermediate_exam-analysis-01-Before,traditionalMethodDiagram,"graphic recording style, simple clean line art, minimalist, on a clean plain white background, monochrome, black and white, carefully drawn consistent lines, instantly understandable situation, educational illustration, a simple stick figure person, confused, tired, holding their head in frustration, sitting at a desk, looking at a messy pile of papers, tangled messy lines above the head, , "
25_intermediate_exam-analysis-02-After,aiMethodDiagram,"graphic recording style, simple clean line art, minimalist, on a clean plain white background, monochrome, black and white, carefully drawn consistent lines, instantly understandable situation, educational illustration, a simple stick figure person, smiling, relieved, looking clear-headed, looking at a clean, organized screen, , a friendly simple robot character, pointing to a structured list or diagram, "
24_beginner_personalized-quiz-01-Before,traditionalMethodDiagram,"graphic recording style, simple clean line art, minimalist, on a clean plain white background, monochrome, black and white, carefully drawn consistent lines, instantly understandable situation, educational illustration, a simple stick figure person, confused, tired, holding their head in frustration, sitting at a desk, looking at a messy pile of papers, tangled messy lines above the head, , "
24_beginner_personalized-quiz-02-After,aiMethodDiagram,"graphic recording style, simple clean line art, minimalist, on a clean plain white background, monochrome, black and white, carefully drawn consistent lines, instantly understandable situation, educational illustration, a simple stick figure person, smiling, relieved, looking clear-headed, looking at a clean, organized screen, , a friendly simple robot character, pointing to a structured list or diagram, "
23_kyoko_intermediate_notebooklm-self-learning-01-Before,traditionalMethodDiagram,"graphic recording style, simple clean line art, minimalist, on a clean plain white background, monochrome, black and white, carefully drawn consistent lines, instantly understandable situation, educational illustration, a simple stick figure person, confused, tired, holding their head in frustration, sitting at a desk, looking at a messy pile of papers, tangled messy lines above the head, , "
23_kyoko_intermediate_notebooklm-self-learning-02-After,aiMethodDiagram,"graphic recording style, simple clean line art, minimalist, on a clean plain white background, monochrome, black and white, carefully drawn consistent lines, instantly understandable situation, educational illustration, a simple stick figure person, smiling, relieved, looking clear-headed, looking at a clean, organized screen, , a friendly simple robot character, pointing to a structured list or diagram, "
22_tatsuya_beginner_academic-paper-summary-01-Before,traditionalMethodDiagram,"graphic recording style, simple clean line art, minimalist, on a clean plain white background, monochrome, black and white, carefully drawn consistent lines, instantly understandable situation, educational illustration, a simple stick figure person, confused, tired, holding their head in frustration, sitting at a desk, looking at a messy pile of papers, tangled messy lines above the head, , "
22_tatsuya_beginner_academic-paper-summary-02-After,aiMethodDiagram,"graphic recording style, simple clean line art, minimalist, on a clean plain white background, monochrome, black and white, carefully drawn consistent lines, instantly understandable situation, educational illustration, a simple stick figure person, smiling, relieved, looking clear-headed, looking at a clean, organized screen, , a friendly simple robot character, pointing to a structured list or diagram, a clear, structured list or mind map"
21_beginner_youtube-to-text-01-Before,traditionalMethodDiagram,"graphic recording style, simple clean line art, minimalist, on a clean plain white background, monochrome, black and white, carefully drawn consistent lines, instantly understandable situation, educational illustration, a simple stick figure person, confused, tired, holding their head in frustration, sitting at a desk, looking at a messy pile of papers, tangled messy lines above the head, , "
21_beginner_youtube-to-text-02-After,aiMethodDiagram,"graphic recording style, simple clean line art, minimalist, on a clean plain white background, monochrome, black and white, carefully drawn consistent lines, instantly understandable situation, educational illustration, a simple stick figure person, smiling, relieved, looking clear-headed, looking at a clean, organized screen, , a friendly simple robot character, pointing to a structured list or diagram, a clear, structured list or mind map"
20_beginner_listen-to-books-01-Before,traditionalMethodDiagram,"graphic recording style, simple clean line art, minimalist, on a clean plain white background, monochrome, black and white, carefully drawn consistent lines, instantly understandable situation, educational illustration, a simple stick figure person, confused, tired, holding their head in frustration, sitting at a desk, looking at a messy pile of papers, tangled messy lines above the head, , "
20_beginner_listen-to-books-02-After,aiMethodDiagram,"graphic recording style, simple clean line art, minimalist, on a clean plain white background, monochrome, black and white, carefully drawn consistent lines, instantly understandable situation, educational illustration, a simple stick figure person, smiling, relieved, looking clear-headed, looking at a clean, organized screen, , a friendly simple robot character, pointing to a structured list or diagram, "
19_beginner_time-reminder-01-Before,traditionalMethodDiagram,"graphic recording style, simple clean line art, minimalist, on a clean plain white background, monochrome, black and white, carefully drawn consistent lines, instantly understandable situation, educational illustration, a simple stick figure person, confused, tired, holding their head in frustration, sitting at a desk, looking at a messy pile of papers, tangled messy lines above the head, , "
19_beginner_time-reminder-02-After,aiMethodDiagram,"graphic recording style, simple clean line art, minimalist, on a clean plain white background, monochrome, black and white, carefully drawn consistent lines, instantly understandable situation, educational illustration, a simple stick figure person, smiling, relieved, looking clear-headed, looking at a clean, organized screen, , a friendly simple robot character, pointing to a structured list or diagram, "
18_intermediate_emotion-wave-analysis-01-Before,traditionalMethodDiagram,"graphic recording style, simple clean line art, minimalist, on a clean plain white background, monochrome, black and white, carefully drawn consistent lines, instantly understandable situation, educational illustration, a simple stick figure person, confused, tired, holding their head in frustration, sitting at a desk, looking at a messy pile of papers, tangled messy lines above the head, , "
18_intermediate_emotion-wave-analysis-02-After,aiMethodDiagram,"graphic recording style, simple clean line art, minimalist, on a clean plain white background, monochrome, black and white, carefully drawn consistent lines, instantly understandable situation, educational illustration, a simple stick figure person, smiling, relieved, looking clear-headed, looking at a clean, organized screen, , a friendly simple robot character, pointing to a structured list or diagram, "
17_intermediate_learning-style-01-Before,traditionalMethodDiagram,"graphic recording style, simple clean line art, minimalist, on a clean plain white background, monochrome, black and white, carefully drawn consistent lines, instantly understandable situation, educational illustration, a simple stick figure person, confused, tired, holding their head in frustration, sitting at a desk, looking at a messy pile of papers, tangled messy lines above the head, , "
17_intermediate_learning-style-02-After,aiMethodDiagram,"graphic recording style, simple clean line art, minimalist, on a clean plain white background, monochrome, black and white, carefully drawn consistent lines, instantly understandable situation, educational illustration, a simple stick figure person, smiling, relieved, looking clear-headed, looking at a clean, organized screen, , a friendly simple robot character, pointing to a structured list or diagram, a clear, structured list or mind map"
16_advanced_stumbling-prediction-01-Before,traditionalMethodDiagram,"graphic recording style, simple clean line art, minimalist, on a clean plain white background, monochrome, black and white, carefully drawn consistent lines, instantly understandable situation, educational illustration, a simple stick figure person, confused, tired, holding their head in frustration, sitting at a desk, looking at a messy pile of papers, tangled messy lines above the head, , "
16_advanced_stumbling-prediction-02-After,aiMethodDiagram,"graphic recording style, simple clean line art, minimalist, on a clean plain white background, monochrome, black and white, carefully drawn consistent lines, instantly understandable situation, educational illustration, a simple stick figure person, smiling, relieved, looking clear-headed, looking at a clean, organized screen, , a friendly simple robot character, pointing to a structured list or diagram, "
15_beginner_backward-thinking-01-Before,traditionalMethodDiagram,"graphic recording style, simple clean line art, minimalist, on a clean plain white background, monochrome, black and white, carefully drawn consistent lines, instantly understandable situation, educational illustration, a simple stick figure person, confused, tired, holding their head in frustration, sitting at a desk, looking at a messy pile of papers, tangled messy lines above the head, , "
15_beginner_backward-thinking-02-After,aiMethodDiagram,"graphic recording style, simple clean line art, minimalist, on a clean plain white background, monochrome, black and white, carefully drawn consistent lines, instantly understandable situation, educational illustration, a simple stick figure person, smiling, relieved, looking clear-headed, looking at a clean, organized screen, , a friendly simple robot character, pointing to a structured list or diagram, "
14_intermediate_custom-learning-roadmap-01-Before,traditionalMethodDiagram,"graphic recording style, simple clean line art, minimalist, on a clean plain white background, monochrome, black and white, carefully drawn consistent lines, instantly understandable situation, educational illustration, a simple stick figure person, confused, tired, holding their head in frustration, sitting at a desk, looking at a messy pile of papers, tangled messy lines above the head, , "
14_intermediate_custom-learning-roadmap-02-After,aiMethodDiagram,"graphic recording style, simple clean line art, minimalist, on a clean plain white background, monochrome, black and white, carefully drawn consistent lines, instantly understandable situation, educational illustration, a simple stick figure person, smiling, relieved, looking clear-headed, looking at a clean, organized screen, , a friendly simple robot character, pointing to a structured list or diagram, "
49_beginner_book-recommendation-01-Before,traditionalMethodDiagram,"graphic recording style, simple clean line art, minimalist, on a clean plain white background, monochrome, black and white, carefully drawn consistent lines, instantly understandable situation, educational illustration, a simple stick figure person, confused, tired, holding their head in frustration, sitting at a desk, looking at a messy pile of papers, tangled messy lines above the head, , "
49_beginner_book-recommendation-02-After,aiMethodDiagram,"graphic recording style, simple clean line art, minimalist, on a clean plain white background, monochrome, black and white, carefully drawn consistent lines, instantly understandable situation, educational illustration, a simple stick figure person, smiling, relieved, looking clear-headed, looking at a clean, organized screen, , a friendly simple robot character, pointing to a structured list or diagram, "
47_intermediate_market-value-career-01-Before,traditionalMethodDiagram,"graphic recording style, simple clean line art, minimalist, on a clean plain white background, monochrome, black and white, carefully drawn consistent lines, instantly understandable situation, educational illustration, a simple stick figure person, confused, tired, holding their head in frustration, sitting at a desk, looking at a messy pile of papers, tangled messy lines above the head, , "
47_intermediate_market-value-career-02-After,aiMethodDiagram,"graphic recording style, simple clean line art, minimalist, on a clean plain white background, monochrome, black and white, carefully drawn consistent lines, instantly understandable situation, educational illustration, a simple stick figure person, smiling, relieved, looking clear-headed, looking at a clean, organized screen, , a friendly simple robot character, pointing to a structured list or diagram, "
45_intermediate_visualize-physics-01-Before,traditionalMethodDiagram,"graphic recording style, simple clean line art, minimalist, on a clean plain white background, monochrome, black and white, carefully drawn consistent lines, instantly understandable situation, educational illustration, a simple stick figure person, confused, tired, holding their head in frustration, sitting at a desk, looking at a messy pile of papers, tangled messy lines above the head, , "
45_intermediate_visualize-physics-02-After,aiMethodDiagram,"graphic recording style, simple clean line art, minimalist, on a clean plain white background, monochrome, black and white, carefully drawn consistent lines, instantly understandable situation, educational illustration, a simple stick figure person, smiling, relieved, looking clear-headed, looking at a clean, organized screen, , a friendly simple robot character, pointing to a structured list or diagram, "
44_intermediate_metaphor-creation-01-Before,traditionalMethodDiagram,"graphic recording style, simple clean line art, minimalist, on a clean plain white background, monochrome, black and white, carefully drawn consistent lines, instantly understandable situation, educational illustration, a simple stick figure person, confused, tired, holding their head in frustration, sitting at a desk, looking at a messy pile of papers, tangled messy lines above the head, , "
44_intermediate_metaphor-creation-02-After,aiMethodDiagram,"graphic recording style, simple clean line art, minimalist, on a clean plain white background, monochrome, black and white, carefully drawn consistent lines, instantly understandable situation, educational illustration, a simple stick figure person, smiling, relieved, looking clear-headed, looking at a clean, organized screen, , a friendly simple robot character, pointing to a structured list or diagram, "
43_advanced_voice-memo-research-01-Before,traditionalMethodDiagram,"graphic recording style, simple clean line art, minimalist, on a clean plain white background, monochrome, black and white, carefully drawn consistent lines, instantly understandable situation, educational illustration, a simple stick figure person, confused, tired, holding their head in frustration, sitting at a desk, looking at a messy pile of papers, tangled messy lines above the head, , "
43_advanced_voice-memo-research-02-After,aiMethodDiagram,"graphic recording style, simple clean line art, minimalist, on a clean plain white background, monochrome, black and white, carefully drawn consistent lines, instantly understandable situation, educational illustration, a simple stick figure person, smiling, relieved, looking clear-headed, looking at a clean, organized screen, , a friendly simple robot character, pointing to a structured list or diagram, a clear, structured list or mind map"
42_advanced_analyze-thinking-bias-01-Before,traditionalMethodDiagram,"graphic recording style, simple clean line art, minimalist, on a clean plain white background, monochrome, black and white, carefully drawn consistent lines, instantly understandable situation, educational illustration, a simple stick figure person, confused, tired, holding their head in frustration, sitting at a desk, looking at a messy pile of papers, tangled messy lines above the head, , "
42_advanced_analyze-thinking-bias-02-After,aiMethodDiagram,"graphic recording style, simple clean line art, minimalist, on a clean plain white background, monochrome, black and white, carefully drawn consistent lines, instantly understandable situation, educational illustration, a simple stick figure person, smiling, relieved, looking clear-headed, looking at a clean, organized screen, , a friendly simple robot character, pointing to a structured list or diagram, "
41_intermediate_business-plan-validation-01-Before,traditionalMethodDiagram,"graphic recording style, simple clean line art, minimalist, on a clean plain white background, monochrome, black and white, carefully drawn consistent lines, instantly understandable situation, educational illustration, a simple stick figure person, confused, tired, holding their head in frustration, sitting at a desk, looking at a messy pile of papers, tangled messy lines above the head, , "
41_intermediate_business-plan-validation-02-After,aiMethodDiagram,"graphic recording style, simple clean line art, minimalist, on a clean plain white background, monochrome, black and white, carefully drawn consistent lines, instantly understandable situation, educational illustration, a simple stick figure person, smiling, relieved, looking clear-headed, looking at a clean, organized screen, , a friendly simple robot character, pointing to a structured list or diagram, "
40_advanced_devil-advocate-01-Before,traditionalMethodDiagram,"graphic recording style, simple clean line art, minimalist, on a clean plain white background, monochrome, black and white, carefully drawn consistent lines, instantly understandable situation, educational illustration, a simple stick figure person, confused, tired, holding their head in frustration, sitting at a desk, looking at a messy pile of papers, tangled messy lines above the head, , "
40_advanced_devil-advocate-02-After,aiMethodDiagram,"graphic recording style, simple clean line art, minimalist, on a clean plain white background, monochrome, black and white, carefully drawn consistent lines, instantly understandable situation, educational illustration, a simple stick figure person, smiling, relieved, looking clear-headed, looking at a clean, organized screen, , a friendly simple robot character, pointing to a structured list or diagram, "
39_tatsuya_beginner_devils-advocate-01-Before,traditionalMethodDiagram,"graphic recording style, simple clean line art, minimalist, on a clean plain white background, monochrome, black and white, carefully drawn consistent lines, instantly understandable situation, educational illustration, a simple stick figure person, confused, tired, holding their head in frustration, sitting at a desk, looking at a messy pile of papers, tangled messy lines above the head, , "
39_tatsuya_beginner_devils-advocate-02-After,aiMethodDiagram,"graphic recording style, simple clean line art, minimalist, on a clean plain white background, monochrome, black and white, carefully drawn consistent lines, instantly understandable situation, educational illustration, a simple stick figure person, smiling, relieved, looking clear-headed, looking at a clean, organized screen, , a friendly simple robot character, pointing to a structured list or diagram, "
38_tatsuya_intermediate_chain-of-thought-01-Before,traditionalMethodDiagram,"graphic recording style, simple clean line art, minimalist, on a clean plain white background, monochrome, black and white, carefully drawn consistent lines, instantly understandable situation, educational illustration, a simple stick figure person, confused, tired, holding their head in frustration, sitting at a desk, looking at a messy pile of papers, tangled messy lines above the head, , "
38_tatsuya_intermediate_chain-of-thought-02-After,aiMethodDiagram,"graphic recording style, simple clean line art, minimalist, on a clean plain white background, monochrome, black and white, carefully drawn consistent lines, instantly understandable situation, educational illustration, a simple stick figure person, smiling, relieved, looking clear-headed, looking at a clean, organized screen, , a friendly simple robot character, pointing to a structured list or diagram, "
